"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Mode"
="445641","DNEX-C41","305","","","0.060","","-","-","0.065","0.050","0","","-","-","0%","","","","Active","Real Time"
="445642","DNEX-C42","305","","","0.030","","-","-","0.150","0.030","0","","-","-","0%","","","","Active","Real Time"
="445643","DNEX-C43","305","","","0.025","","-","-","0.025","0.025","0","","-","-","0%","","","","Active","Real Time"
="4456WE","DNEX-WE","105","0.080","0.085","0.080","+0.005","0.085","0.080","0.115","0.060","24939","","18","6659350","75%","0.002","","","Active","Real Time"
="4464","PHB","120","0.005","0.005","0.005","-","0.005","0.005","0.010","0.005","7000","","-","951515","50%","","-0.04","","Active","Real Time"
="4502","MEDIA","163","0.370","0.370","0.365","+0.005","0.375","0.365","0.490","0.355","616","4.05%","35","104305","56%","","1.89","19.83","Active","Real Time"
="4596","SAPRES","120","0.200","0.200","0.200","-","0.200","0.200","0.300","0.165","110","","-","66120","46%","-0.001","-27.22","","Active","Real Time"
="4634","POS","164","0.255","0.250","0.255","-0.005","0.260","0.250","0.345","0.165","13516","","52","3129930","60%","-0.001","-25.89","","Active","Real Time"
="4677","YTL","165","2.720","2.670","2.720","-0.050","2.720","2.670","2.790","1.680","104310","1.87%","43","16172985","70%","0.047","16.99","8.98","Active","Real Time"
="46771F","YTL-C1F","365","0.020","0.020","0.025","-0.005","0.020","0.020","0.075","0.010","166358","","20","6450930","37%","-0.002","","","Active","Real Time"
="46771G","YTL-C1G","365","","","0.035","","-","-","0.060","0.015","0","","-","745300","37%","-0.001","","","Active","Real Time"
="46771H","YTL-C1H","365","","","0.015","","-","-","0.025","0.005","0","","-","-","0%","","","","Active","Real Time"
="46771J","YTL-C1J","365","","","0.045","","-","-","0.055","0.015","0","","-","1323420","42%","0.003","","","Active","Real Time"
="46771L","YTL-C1L","365","","","0.125","","-","-","0.140","0.040","0","","-","490560","59%","0.002","","","Active","Real Time"
="46771M","YTL-C1M","365","0.145","0.145","0.150","-0.005","0.145","0.145","0.160","0.080","400","","100","84405","54%","","","","Active","Real Time"
="46771N","YTL-C1N","365","","","0.215","","-","-","0.220","0.030","0","","-","36710","61%","0.013","","","Active","Real Time"
="46771O","YTL-C1O","365","0.460","0.465","0.490","-0.025","0.465","0.460","0.490","0.120","550","","91","87125","59%","0.021","","","Active","Real Time"
="46771P","YTL-C1P","365","","","0.335","","-","-","0.335","0.140","0","","-","934305","83%","0.048","","","Active","Real Time"
="46771Q","YTL-C1Q","365","0.140","0.140","0.145","-0.005","0.140","0.140","0.165","0.055","50150","","100","1173020","44%","0.001","","","Active","Real Time"
="46771R","YTL-C1R","365","0.150","0.150","0.155","-0.005","0.150","0.150","0.165","0.090","23650","","42","1161915","67%","0.003","","","Active","Real Time"
="46771S","YTL-C1S","365","","","0.170","","-","-","0.200","0.090","0","","-","258555","48%","0.002","","","Active","Real Time"
="46771T","YTL-C1T","365","0.180","0.180","0.190","-0.010","0.180","0.180","0.205","0.130","100","","100","58445","50%","0.006","","","Active","Real Time"
="46771U","YTL-C1U","365","0.265","0.270","0.280","-0.010","0.270","0.265","0.300","0.190","1150","","70","592020","68%","0.010","","","Active","Real Time"
="46771V","YTL-C1V","365","0.085","0.085","0.090","-0.005","0.085","0.085","0.095","0.070","3000","","100","1532630","56%","0.001","","","Active","Real Time"
="46771W","YTL-C1W","365","","","0.105","","-","-","0.140","0.075","0","","-","169030","46%","-0.002","","","Active","Real Time"
="46771X","YTL-C1X","365","","","0.150","","-","-","0.180","0.145","0","","-","-","0%","","","","Active","Real Time"
="46771Y","YTL-C1Y","365","0.140","0.140","0.150","-0.010","0.140","0.140","0.160","0.110","280","","36","559785","56%","0.007","","","Active","Real Time"
="46771Z","YTL-C1Z","365","","","0.135","","-","-","0.140","0.115","0","","-","-","0%","","","","Active","Real Time"
="46772A","YTL-C2A","365","","","0.065","","-","-","0.075","0.065","0","","-","-","0%","","","","Active","Real Time"
="46772B","YTL-C2B","365","0.060","0.060","0.065","-0.005","0.060","0.060","0.065","0.050","14847","","3","-","0%","","","","Active","Real Time"
="46772C","YTL-C2C","365","0.065","0.065","0.150","-0.085","0.065","0.065","","","250","","100","-","0%","","","","Active","Real Time"
="4677HG","YTL-HG","365","0.025","0.025","0.025","-","0.025","0.025","0.115","0.025","6000","","-","294745","33%","-0.007","","","Active","Real Time"
="4677HH","YTL-HH","365","","","0.090","","-","-","0.110","0.075","0","","-","-","0%","","","","Active","Real Time"
="4707","NESTLE","101","96.620","96.600","96.600","-","96.980","96.000","106.000","61.800","640","1.85%","63","108270","56%","2.180","177.24","54.50","Active","Real Time"
="4715","GENM","101","2.160","2.120","2.160","-0.040","2.160","2.090","2.480","1.460","55641","4.72%","30","7212185","71%","0.048","4.43","77.64","Active","Real Time"
="47153E","GENM-C3E","301","0.030","0.030","0.035","-0.005","0.030","0.030","0.155","0.015","1501","","-","1013015","67%","0.001","","","Active","Real Time"
="47153F","GENM-C3F","301","","","0.005","","-","-","0.105","0.005","0","","-","1249015","50%","-0.001","","","Suspended","Real Time"
="47153G","GENM-C3G","301","","","0.035","","-","-","0.035","0.035","0","","-","-","0%","","","","Active","Real Time"
="47153H","GENM-C3H","301","","","0.050","","-","-","0.060","0.030","0","","-","747600","56%","0.002","","","Active","Real Time"
="47153I","GENM-C3I","301","0.200","0.180","0.215","-0.035","0.200","0.180","0.230","0.020","12500","","41","610490","77%","0.029","","","Active","Real Time"
="47153J","GENM-C3J","301","","","0.090","","-","-","0.100","0.030","0","","-","430600","69%","0.006","","","Active","Real Time"
="47153K","GENM-C3K","301","","","0.235","","-","-","0.265","0.065","0","","-","158620","73%","0.022","","","Active","Real Time"
="47153L","GENM-C3L","301","","","0.165","","-","-","0.170","0.070","0","","-","-","79%","","","","Active","Real Time"
="47153M","GENM-C3M","301","0.070","0.070","0.085","-0.015","0.070","0.070","0.090","0.050","7776","","-","1356325","50%","0.009","","","Active","Real Time"
="47153N","GENM-C3N","301","0.080","0.080","0.095","-0.015","0.080","0.080","0.120","0.075","1980","","-","114780","59%","","","","Active","Real Time"
="47153O","GENM-C3O","301","","","0.130","","-","-","0.140","0.095","0","","-","-","67%","","","","Active","Real Time"
="47153P","GENM-C3P","301","0.075","0.060","0.075","-0.015","0.075","0.060","0.095","0.030","19750","","42","835010","72%","","","","Active","Real Time"
="47153Q","GENM-C3Q","301","0.100","0.100","0.115","-0.015","0.100","0.100","0.130","0.115","2100","","100","-","0%","","","","Active","Real Time"
="4723","JAKS","103","0.110","0.110","0.110","-","0.115","0.110","0.145","0.080","68297","4.55%","28","8705870","75%","0.003","2.25","7.81","Active","Real Time"
="4723WC","JAKS-WC","103","","","0.005","","-","-","0.025","0.005","0","","-","569680","100%","-0.001","","","Active","Real Time"
="4731","SCIENTX","102","3.700","3.710","3.700","+0.010","3.800","3.690","4.680","3.060","18000","3.23%","66","1488170","84%","0.094","34.13","10.22","Active","Real Time"
="4731WC","SCIENTX-WC","102","0.030","0.030","0.025","+0.005","0.035","0.025","0.550","0.005","13689","","85","2941690","41%","-0.002","","","Active","Real Time"
="4758","ANCOMNY","102","0.905","0.910","0.910","-","0.915","0.905","1.100","0.875","10595","0.05%","44","1505095","50%","-0.002","6.09","16.59","Active","Real Time"
="4758CT","ANCOMNY-CT","302","","","0.020","","-","-","0.020","0.015","0","","-","-","0%","","","","Active","Real Time"
="4758CU","ANCOMNY-CU","302","","","0.045","","-","-","0.110","0.045","0","","-","-","0%","","","","Active","Real Time"
="4847","EPICON","103","0.135","0.135","0.140","-0.005","0.140","0.130","0.325","0.120","16145","","46","291085","44%","-0.001","1.58","9.02","Active","Real Time"
="4863","TM","163","7.050","7.060","7.050","+0.010","7.080","7.050","7.730","6.190","36758","4.39%","56","7734665","51%","0.032","52.56","13.29","Active","Real Time"
="48631T","TM-C1T","363","","","0.095","","-","-","0.130","0.055","0","","-","81500","60%","","","","Active","Real Time"
="48631U","TM-C1U","363","","","0.130","","-","-","0.190","0.110","0","","-","53870","52%","-0.002","","","Active","Real Time"
="48631V","TM-C1V","363","","","0.060","","-","-","0.075","0.060","0","","-","-","0%","","","","Active","Real Time"
="48631W","TM-C1W","363","","","0.055","","-","-","0.095","0.030","0","","-","589640","42%","","","","Active","Real Time"
="48631X","TM-C1X","363","","","0.065","","-","-","0.085","0.060","0","","-","-","0%","","","","Active","Real Time"
="48631Y","TM-C1Y","363","","","0.095","","-","-","0.130","0.075","0","","-","262065","41%","","","","Active","Real Time"
="48631Z","TM-C1Z","363","","","0.115","","-","-","0.130","0.105","0","","-","-","0%","","","","Active","Real Time"
="48632A","TM-C2A","363","","","0.120","","-","-","0.120","0.120","0","","-","-","0%","","","","Active","Real Time"
="48632B","TM-C2B","363","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="48632C","TM-C2C","363","","","0.040","","-","-","0.040","0.040","0","","-","-","0%","","","","Active","Real Time"
="4936","MALPAC","125","","","0.840","","-","-","1.100","0.650","0","","-","2295","66%","0.007","-3.01","","Active","Real Time"
="4995","VERSATL","101","0.830","0.830","0.830","-","0.840","0.830","0.840","0.635","2236","","40","224995","60%","0.016","2.71","17.08","Active","Real Time"
="4995WA","VERSATL-WA","101","0.370","0.355","0.345","+0.010","0.370","0.355","0.425","0.245","145","","-","57495","62%","0.014","","","Active","Real Time"
="5000","HUMEIND","102","3.540","3.700","3.550","+0.150","3.700","3.540","3.610","2.400","7127","2.70%","87","263025","91%","0.101","30.84","12.03","Active","Real Time"
="5001","MIECO","102","0.655","0.655","0.655","-","0.655","0.655","0.750","0.545","20","","-","74955","50%","-0.001","0.15","426.43","Active","Real Time"
="5005","UNISEM","105","2.800","2.890","2.840","+0.050","2.900","2.740","3.220","1.810","26449","2.77%","58","1527055","64%","0.072","3.76","76.84","Active","Real Time"
="500542","UNISEM-C42","305","0.045","0.045","0.040","+0.005","0.045","0.045","0.040","0.025","22","","100","-","0%","","","","Active","Real Time"
="500543","UNISEM-C43","305","","","0.265","","-","-","0.265","0.075","0","","-","333145","68%","0.029","","","Active","Real Time"
="500544","UNISEM-C44","305","","","0.230","","-","-","0.255","0.125","0","","-","25895","66%","","","","Active","Real Time"
="500545","UNISEM-C45","305","0.115","0.115","0.095","+0.020","0.115","0.115","0.100","0.055","100","","100","67150","65%","0.012","","","Active","Real Time"
="500546","UNISEM-C46","305","0.240","0.240","0.215","+0.025","0.240","0.240","0.240","0.125","435","","-","147360","61%","0.018","","","Active","Real Time"
="500547","UNISEM-C47","305","","","0.175","","-","-","0.180","0.145","0","","-","-","0%","","","","Active","Real Time"
="500548","UNISEM-C48","305","","","0.150","","-","-","0.160","0.140","0","","-","-","0%","","","","Active","Real Time"
="500549","UNISEM-C49","305","","","0.065","","-","-","0.065","0.060","0","","-","-","0%","","","","Active","Real Time"
="5006","VARIA","103","","","0.665","","-","-","0.920","0.600","0","","-","21155","41%","-0.020","0.47","143.38","Active","Real Time"
="5007","CHINWEL","102","0.745","0.745","0.745","-","0.745","0.745","1.080","0.700","700","1.41%","27","154235","48%","-0.014","-1.62","","Active","Real Time"
="5008","HARISON","101","1.280","1.260","1.290","-0.030","1.280","1.250","8.700","1.250","1899","","27","58000","53%","-0.010","12.58","9.82","Active","Real Time"
="5009","WTHORSE","102","","","0.860","","-","-","0.910","0.660","0","","-","11565","21%","0.004","-5.10","","Active","Real Time"
="5010","TONGHER","102","1.430","1.470","1.480","-0.010","1.470","1.430","1.960","1.320","11","5.10%","9","11190","60%","-0.025","1.15","29.73","Active","Real Time"
="5011","MSNIAGA","105","1.300","1.300","1.300","-","1.300","1.300","1.650","1.210","14","","-","4390","48%","-0.024","-5.59","","Active","Real Time"
="5012","TAANN","125","4.150","4.150","4.150","-","4.160","4.140","4.670","3.650","2053","8.43%","76","410410","55%","0.050","41.69","7.97","Active","Real Time"
="5012C1","TAANN-C1","325","","","0.075","","-","-","0.130","0.075","0","","-","-","0%","","","","Active","Real Time"
="5015","APM","102","3.110","3.140","3.120","+0.020","3.140","3.110","3.580","2.700","263","8.92%","40","42445","48%","-0.054","43.79","5.45","Active","Real Time"
="5016","WARISAN","101","","","0.955","","-","-","1.670","0.930","0","","-","7435","29%","-0.038","-21.27","","Active","Real Time"
="5020","GLOMAC","120","0.310","0.300","0.305","-0.005","0.310","0.300","0.450","0.300","10690","7.50%","23","191540","45%","","2.03","15.78","Active","Real Time"
="5021","AYS","102","0.255","0.270","0.260","+0.010","0.270","0.255","0.355","0.220","1817","","72","42770","36%","","-1.08","","Active","Real Time"
="5022","PAOS","101","","","0.310","","-","-","0.355","0.220","0","","-","59365","48%","0.004","-1.89","","Active","Real Time"
="5024","HUPSENG","101","0.975","0.985","0.980","+0.005","0.990","0.975","1.290","0.910","1996","7.11%","50","705870","64%","0.009","7.20","13.68","Active","Real Time"
="5025","AURO","102","0.150","0.150","0.150","-","0.150","0.150","0.185","0.125","31358","","100","3575680","50%","-0.001","-1.26","","Active","Real Time"
="5026","MHC","125","1.180","1.180","1.180","-","1.190","1.170","1.180","0.930","2207","5.08%","56","135355","69%","0.024","14.61","5.65","Active","Real Time"
="5027","KMLOONG","125","2.330","2.320","2.320","-","2.340","2.310","2.700","2.120","1325","6.47%","48","77805","55%","","16.59","11.69","Active","Real Time"
="5028","HTPADU","105","1.770","1.950","1.770","+0.180","2.060","1.770","4.430","1.470","18538","","64","284550","64%","0.018","6.01","43.37","Active","Real Time"
="5029","FAREAST","125","4.100","4.100","4.150","-0.050","4.100","4.100","4.300","3.350","41","4.39%","27","4245","42%","0.069","32.02","12.03","Active","Real Time"
="5031","TIMECOM","163","5.130","5.140","5.140","-","5.140","5.110","5.360","4.510","4183","11.05%","87","1590750","46%","-0.008","20.71","24.65","Active","Real Time"
="5031C6","TIMECOM-C6","363","","","0.110","","-","-","0.135","0.110","0","","-","-","0%","","","","Active","Real Time"
="5031C7","TIMECOM-C7","363","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="5032","BIPORT","164","5.500","5.500","5.620","-0.120","5.500","5.400","6.500","5.010","40","2.73%","50","12345","67%","0.039","33.37","16.48","Active","Real Time"
="5035","KNUSFOR","102","","","0.460","","-","-","0.780","0.460","0","","-","54495","43%","-0.026","10.56","4.36","Active","Real Time"
="5036","EDARAN","105","1.210","1.190","1.210","-0.020","1.230","1.190","1.940","1.040","529","3.99%","84","37425","67%","0.007","7.03","17.55","Active","Real Time"
="5037","COMPUGT","102","0.020","0.020","0.015","+0.005","0.020","0.020","0.020","0.010","10","","100","2240755","67%","","-0.18","","Active","Real Time"
="5038","KSL","120","3.320","3.300","3.310","-0.010","3.460","3.200","3.320","1.250","118022","","45","3792325","96%","0.339","46.24","7.67","Active","Real Time"
="5038CN","KSL-CN","320","0.850","0.810","0.850","-0.040","0.880","0.790","0.850","0.090","3384","","26","470935","94%","0.145","","","Active","Real Time"
="5038CO","KSL-CO","320","0.835","0.810","0.835","-0.025","0.910","0.800","0.835","0.110","11675","","44","-","0%","","","","Active","Real Time"
="5038CP","KSL-CP","320","0.610","0.595","0.610","-0.015","0.660","0.560","0.610","0.350","11012","","42","-","0%","","","","Active","Real Time"
="5040","MERIDIAN","120","0.050","0.050","0.050","-","0.050","0.050","0.095","0.010","5491","","48","123735","64%","0.002","-23.64","","Active, Alert","Real Time"
="5041","PBA","165","2.020","2.050","2.020","+0.030","2.050","2.000","2.630","1.810","1615","2.20%","84","181750","54%","","43.56","4.71","Active","Real Time"
="5042","TSRCAP","103","0.300","0.295","0.285","+0.010","0.305","0.295","0.300","0.200","1393","","69","103905","55%","0.011","1.70","17.46","Active","Real Time"
="5048","YB","102","0.095","0.095","0.100","-0.005","0.095","0.095","0.170","0.065","1201","","-","695295","43%","-0.001","-22.38","","Active","Real Time"
="5048LA","YB-LA","502","0.010","0.010","0.010","-","0.010","0.010","0.015","0.005","253","","-","475010","33%","","","","Active","Real Time"
="5048WA","YB-WA","102","","","0.005","","-","-","0.015","0.005","0","","-","115090","50%","-0.001","","","Suspended","Real Time"
="5049","CVIEW","120","2.460","2.550","2.450","+0.100","2.550","2.460","2.660","1.550","598","6.86%","84","18145","89%","0.038","25.55","9.98","Active","Real Time"
="5053","OSK","120","1.320","1.330","1.330","-","1.330","1.320","1.900","1.090","10522","6.02%","19","1703445","65%","0.006","26.02","7.76","Active","Real Time"
="5054","TRC","103","0.345","0.345","0.345","-","0.345","0.340","0.420","0.250","2184","","2","289470","53%","0.003","2.69","12.85","Active","Real Time"
="5056","ENGTEX","102","0.620","0.605","0.620","-0.015","0.620","0.605","0.675","0.430","11064","0.83%","41","821555","61%","0.017","1.38","45.38","Active","Real Time"
="5056WB","ENGTEX-WB","102","0.210","0.205","0.210","-0.005","0.215","0.205","0.275","0.085","26758","","34","787055","75%","0.014","","","Active","Real Time"
="5062","HUAYANG","120","0.225","0.220","0.225","-0.005","0.225","0.220","0.330","0.150","994","","11","150295","50%","-0.001","1.49","15.30","Active","Real Time"
="5062WA","HUAYANG-WA","120","","","0.075","","-","-","0.130","0.030","0","","-","96135","60%","-0.003","","","Active","Real Time"
="5065","ORNA","102","0.870","0.870","0.875","-0.005","0.870","0.870","1.030","0.680","6","2.30%","-","8835","78%","-0.001","7.52","11.60","Active","Real Time"
="5066","NTPM","101","0.210","0.210","0.210","-","0.210","0.210","0.380","0.205","140","1.90%","-","95245","14%","-0.006","-3.17","","Active","Real Time"
="5068","LUSTER","102","0.045","0.045","0.045","-","0.045","0.045","0.070","0.040","3800","","-","763570","100%","-0.001","0.20","24.24","Active","Real Time"
="5069","BLDPLNT","125","","","10.860","","-","-","12.000","9.900","0","","-","11540","65%","0.010","67.36","15.81","Active","Real Time"
="5070","PRTASCO","103","0.270","0.275","0.270","+0.005","0.280","0.270","0.400","0.190","11118","","59","1452185","79%","0.015","5.42","2.44","Active","Real Time"
="5071","COASTAL","161","1.190","1.200","1.200","-","1.210","1.190","1.690","1.130","2275","4.17%","38","79075","50%","-0.016","30.48","4.06","Active","Real Time"
="5072","HIAPTEK","102","0.285","0.305","0.285","+0.020","0.310","0.285","0.370","0.245","218549","1.64%","67","2680635","57%","","6.10","4.97","Active","Real Time"
="5073","NAIM","120","0.855","0.865","0.855","+0.010","0.870","0.855","1.260","0.655","2676","","49","335990","58%","-0.012","45.58","1.94","Active","Real Time"
="5075","PLENITU","120","1.950","1.890","1.960","-0.070","1.960","1.870","1.980","1.200","5938","","37","242880","93%","0.104","30.50","6.03","Active","Real Time"
="5077","MAYBULK","164","0.330","0.335","0.330","+0.005","0.335","0.330","0.385","0.285","2302","4.78%","8","426235","60%","0.002","0.41","106.50","Active","Real Time"
="5078","M&G","164","0.170","0.170","0.175","-0.005","0.175","0.170","0.370","0.150","1120","","28","862860","75%","","1.98","2.02","Active","Real Time"
="5079","ONEGLOVE","101","","","0.185","","-","-","0.255","0.165","0","","-","244990","43%","","-5.79","","Active","Real Time"
="5079WA","ONEGLOVE-WA","101","0.065","0.065","0.060","+0.005","0.065","0.065","0.100","0.035","350","","-","50345","53%","","","","Active","Real Time"
="5080","POHKONG","101","1.090","1.110","1.110","-","1.110","1.090","1.220","0.930","5703","2.70%","47","457045","85%","0.023","28.49","3.90","Active","Real Time"
="5081","EIG","101","","","0.225","","-","-","0.325","0.210","0","","-","18435","56%","0.001","-3.76","","Active","Real Time"
="5084","IBRACO","120","","","1.190","","-","-","1.330","0.850","0","3.36%","-","42615","55%","-0.008","8.84","12.96","Active","Real Time"
="5085","MUDAJYA","103","0.090","0.090","0.090","-","0.090","0.085","0.130","0.075","3550","","100","376070","75%","0.001","3.88","2.52","Active","Real Time"
="5085WB","MUDAJYA-WB","103","","","0.035","","-","-","0.055","0.015","0","","-","80320","47%","-0.002","","","Active","Real Time"
="5087","MYCRON","102","0.260","0.260","0.250","+0.010","0.270","0.260","0.400","0.240","1968","","60","28895","46%","-0.001","-0.40","","Active","Real Time"
="5088","APEX","110","0.900","0.900","0.910","-0.010","0.900","0.900","1.040","0.820","800","","100","156730","63%","-0.002","3.61","26.26","Active","Real Time"
="5090","MEDIAC","163","0.095","0.095","0.095","-","0.095","0.095","0.140","0.090","500","4.74%","-","212895","50%","","-2.04","","Active","Real Time"
="5094","CSCSTEL","102","1.150","1.170","1.150","+0.020","1.180","1.150","1.250","1.000","2423","","91","144390","76%","0.019","9.25","13.02","Active","Real Time"
="5095","HEVEA","102","0.180","0.180","0.185","-0.005","0.185","0.180","0.300","0.170","1051","","-","265185","17%","-0.007","-0.89","","Active","Real Time"
="5098","MASTEEL","102","0.255","0.270","0.250","+0.020","0.270","0.255","0.335","0.200","41896","","58","1099050","42%","-0.001","2.49","11.86","Active","Real Time"
="5098WB","MASTEEL-WB","102","0.030","0.040","0.025","+0.015","0.040","0.030","0.095","0.010","22674","","86","383800","67%","0.001","","","Active","Real Time"
="5099","CAPITALA","101","0.830","0.820","0.825","-0.005","0.830","0.815","1.090","0.640","56412","","40","6940485","43%","-0.003","-11.10","","Active, Alert","Real Time"
="5099LA","CAPITALA-LA","501","0.810","0.810","0.800","+0.010","0.810","0.810","1.080","0.710","76","","-","29590","44%","-0.006","","","Active, Alert","Real Time"
="5099WA","CAPITALA-WA","101","0.195","0.195","0.195","-","0.195","0.190","0.315","0.160","6240","","77","655940","43%","-0.001","","","Active, Alert","Real Time"
="5100","BPPLAS","102","0.705","0.705","0.705","-","0.705","0.705","1.310","0.680","40","8.51%","-","337410","17%","-0.038","7.67","9.19","Active","Real Time"
="5100WA","BPPLAS-WA","102","","","0.015","","-","-","0.105","0.015","0","","-","21495","17%","-0.004","","","Active","Real Time"
="5101","EVERGRN","102","0.185","0.185","0.180","+0.005","0.185","0.180","0.340","0.170","5641","","22","432470","54%","","0.22","83.11","Active","Real Time"
="5102","GCB","101","0.930","0.915","0.930","-0.015","0.935","0.910","4.480","0.885","55364","4.37%","35","7246190","54%","-0.051","36.53","5.84","Active","Real Time"
="510218","GCB-C18","301","","","0.015","","-","-","0.105","0.015","0","","-","-","0%","","","","Suspended","Real Time"
="510219","GCB-C19","301","","","0.070","","-","-","0.105","0.015","0","","-","-","0%","","","","Active","Real Time"
="510220","GCB-C20","301","","","0.050","","-","-","0.090","0.025","0","","-","32505","33%","","","","Active","Real Time"
="510221","GCB-C21","301","","","0.010","","-","-","0.160","0.010","0","","-","920020","100%","-0.015","","","Active","Real Time"
="510222","GCB-C22","301","","","0.015","","-","-","0.045","0.010","0","","-","-","0%","","","","Active","Real Time"
="510223","GCB-C23","301","","","0.010","","-","-","0.085","0.010","0","","-","-","18%","","","","Active","Real Time"
="510224","GCB-C24","301","","","0.020","","-","-","0.100","0.020","0","","-","732300","22%","-0.016","","","Active","Real Time"
="510225","GCB-C25","301","","","0.015","","-","-","0.035","0.005","0","","-","317025","50%","-0.003","","","Active","Real Time"
="510226","GCB-C26","301","","","0.020","","-","-","0.065","0.020","0","","-","-","0%","","","","Active","Real Time"
="510227","GCB-C27","301","0.020","0.020","0.020","-","0.020","0.020","0.050","0.015","50","","-","353420","22%","","","","Active","Real Time"
="510228","GCB-C28","301","0.030","0.020","0.030","-0.010","0.030","0.020","0.040","0.015","2025","","100","-","47%","","","","Active","Real Time"
="510229","GCB-C29","301","","","0.050","","-","-","0.055","0.035","0","","-","-","0%","","","","Active","Real Time"
="510230","GCB-C30","301","0.025","0.025","0.025","-","0.025","0.025","0.045","0.025","19000","","16","-","0%","","","","Active","Real Time"
="5102WC","GCB-WC","101","0.155","0.150","0.155","-0.005","0.155","0.145","0.325","0.145","10840","","37","1368605","44%","-0.005","","","Active","Real Time"
="5104","CNH","101","","","0.045","","-","-","0.055","0.035","0","","-","124850","43%","","-0.28","","Active","Real Time"
="5105","CANONE","102","1.800","1.810","1.810","-","1.810","1.800","2.800","1.760","143","2.21%","65","25675","14%","-0.065","-10.19","","Active","Real Time"
="5106","AXREIT","150","2.060","2.060","2.060","-","2.070","2.050","2.120","1.710","8235","4.50%","55","1527945","63%","0.007","11.80","19.82","Active","Real Time"
="5107","IQGROUP","101","","","0.540","","-","-","0.800","0.470","0","","-","28725","55%","-0.002","0.56","97.01","Active","Real Time"
="5108","ICAP","155","2.560","2.500","2.560","-0.060","2.570","2.500","3.070","2.290","11881","","13","193800","27%","-0.005","1.85","135.35","Active","Real Time"
="5109","YTLREIT","150","1.110","1.110","1.120","-0.010","1.120","1.110","1.230","0.975","6326","6.98%","24","468075","58%","-0.002","8.72","12.73","Active","Real Time"
="5110","UOAREIT","150","0.830","0.835","0.830","+0.005","0.835","0.825","1.020","0.795","2672","7.35%","29","243220","47%","-0.004","5.25","15.90","Active","Real Time"
="5111","TWRREIT","150","0.290","0.290","0.290","-","0.290","0.290","0.330","0.260","1","4.21%","-","67335","60%","-0.001","1.47","19.76","Active","Real Time"
="5112","THPLANT","125","0.525","0.525","0.525","-","0.535","0.515","0.790","0.485","14602","5.71%","39","368465","58%","-0.001","6.47","4.77","Active","Real Time"
="5113","RSAWIT","125","0.180","0.190","0.180","+0.010","0.190","0.180","0.275","0.160","20171","","97","155670","50%","","1.41","15.70","Active","Real Time"
="5115","ALAM","161","0.170","0.165","0.165","-","0.170","0.165","0.290","0.025","5982","","9","3916135","50%","-0.007","2.22","1.61","Active, Alert","Real Time"
="5115WB","ALAM-WB","161","0.050","0.055","0.050","+0.005","0.055","0.050","0.075","0.040","11245","","46","-","50%","","","","Active, Alert","Real Time"
="5116","ALAQAR","150","1.260","1.250","1.250","-","1.260","1.250","1.420","1.200","59","5.82%","3","43340","57%","","6.94","18.01","Active","Real Time"
="5120","AMFIRST","150","0.315","0.320","0.315","+0.005","0.320","0.315","0.320","0.270","9675","7.50%","1","272540","80%","0.003","3.59","8.91","Active","Real Time"
="5121","HEKTAR","150","0.445","0.440","0.445","-0.005","0.445","0.440","0.575","0.415","35493","7.16%","86","1326455","33%","-0.004","3.60","12.68","Active","Real Time"
="5123","SENTRAL","150","0.785","0.775","0.785","-0.010","0.785","0.775","0.815","0.715","1951","8.21%","14","480805","64%","-0.001","6.68","11.76","Active","Real Time"
="5125","PANTECH","102","0.650","0.655","0.655","-","0.660","0.650","1.020","0.635","6197","9.92%","22","554265","19%","-0.013","9.91","6.79","Active","Real Time"
="5126","SOP","125","3.280","3.320","3.280","+0.040","3.330","3.280","3.670","2.750","2111","3.31%","65","321870","30%","-0.032","50.11","6.38","Active","Real Time"
="5126CU","SOP-CU","325","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="5127","ARREIT","150","0.360","0.365","0.360","+0.005","0.375","0.360","0.425","0.310","1760","","81","121015","40%","-0.003","0.87","42.03","Active","Real Time"
="5129","MELATI","103","","","0.510","","-","-","0.600","0.405","0","1.96%","-","19230","55%","-0.006","7.08","7.47","Active","Real Time"
="5130","ATRIUM","150","1.310","1.310","1.310","-","1.320","1.310","1.340","1.180","336","6.50%","76","63010","56%","","17.55","7.46","Active","Real Time"
="5131","ZHULIAN","101","1.120","1.120","1.110","+0.010","1.120","1.100","1.220","1.000","345","8.04%","21","63815","25%","-0.001","5.08","22.04","Active","Real Time"
="5132","DELEUM","161","1.370","1.370","1.370","-","1.370","1.360","1.690","1.300","1392","6.79%","39","198665","25%","-0.035","18.47","5.45","Active","Real Time"
="5133","PENERGY","161","0.915","0.925","0.915","+0.010","0.925","0.900","1.420","0.780","587","11.89%","50","427925","66%","-0.030","22.16","4.18","Active","Real Time"
="5134","SAB","102","3.350","3.320","3.320","-","3.350","3.320","3.570","2.820","173","1.51%","71","8150","43%","-0.013","26.80","8.92","Active","Real Time"
="5135","SWKPLNT","125","2.710","2.700","2.680","+0.020","2.710","2.690","2.750","2.160","473","7.41%","72","39570","53%","0.027","32.98","8.14","Active","Real Time"
