"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Mode"
="51682R","HARTA-C2R","362","","","0.010","","-","-","0.120","0.005","0","","-","109625","13%","-0.016","","","Active","Real Time"
="51682S","HARTA-C2S","362","","","0.005","","-","-","0.140","0.005","0","","-","108150","6%","-0.022","","","Active","Real Time"
="51682T","HARTA-C2T","362","","","0.005","","-","-","0.125","0.005","0","","-","72870","25%","-0.017","","","Active","Real Time"
="51682U","HARTA-C2U","362","","","0.015","","-","-","0.220","0.015","0","","-","158550","22%","-0.025","","","Active","Real Time"
="51682V","HARTA-C2V","362","","","0.005","","-","-","0.085","0.005","0","","-","1012950","33%","","","","Active","Real Time"
="51682W","HARTA-C2W","362","","","0.010","","-","-","0.085","0.010","0","","-","254245","100%","-0.013","","","Active","Real Time"
="51682X","HARTA-C2X","362","0.010","0.010","0.015","-0.005","0.010","0.010","0.070","0.010","300","","-","519280","25%","-0.009","","","Active","Real Time"
="51682Y","HARTA-C2Y","362","","","0.025","","-","-","0.045","0.020","0","","-","-","0%","","","","Active","Real Time"
="51682Z","HARTA-C2Z","362","","","0.125","","-","-","0.155","0.125","0","","-","-","41%","","","","Active","Real Time"
="51683A","HARTA-C3A","362","0.070","0.070","0.080","-0.010","0.070","0.070","0.095","0.070","300","","100","-","0%","","","","Active","Real Time"
="51683B","HARTA-C3B","362","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="51683C","HARTA-C3C","362","","","0.110","","-","-","0.110","0.110","0","","-","-","0%","","","","Active","Real Time"
="5169","HOHUP","103","0.045","0.040","0.045","-0.005","0.050","0.040","0.205","0.035","13170","","4","388445","31%","-0.002","-14.48","","Active, Alert","Real Time"
="5171","KIMLUN","103","1.460","1.440","1.460","-0.020","1.460","1.420","1.550","0.805","6029","1.39%","44","986515","76%","0.044","14.24","11.23","Active","Real Time"
="5172","SINARAN","101","0.020","0.020","0.020","-","0.025","0.015","0.140","0.010","74883","","86","536820","50%","-0.001","-2.21","","Active","Real Time"
="5172WB","SINARAN-WB","101","","","0.010","","-","-","0.035","0.005","0","","-","339485","40%","-0.001","","","Active","Real Time"
="5173","SYGROUP","164","0.765","0.770","0.765","+0.005","0.770","0.765","0.950","0.650","828","","51","233045","55%","-0.003","14.59","5.00","Active","Real Time"
="5173CG","SYGROUP-CG","364","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="5175","IVORY","120","","","0.005","","-","-","0.065","0.005","0","","-","2272990","36%","-0.004","1.55","0.32","Suspended, Alert","Real Time"
="5176","SUNREIT","150","2.090","2.100","2.090","+0.010","2.110","2.080","2.320","1.630","117375","4.76%","56","12117615","50%","-0.023","15.02","13.71","Active","Real Time"
="5178","INGENIEU","102","0.025","0.030","0.025","+0.005","0.030","0.025","0.065","0.025","3150","","5","1809865","44%","","1.67","1.80","Active","Real Time"
="5178WB","INGENIEU-WB","102","0.005","0.010","0.010","-","0.010","0.005","0.020","0.005","1365","","100","1708860","100%","","","","Active","Real Time"
="5180","CLMT","150","0.620","0.615","0.620","-0.005","0.620","0.615","0.705","0.550","11670","7.56%","39","3304450","56%","-0.001","6.63","10.95","Active","Real Time"
="5182","AVALAND","120","0.250","0.250","0.255","-0.005","0.250","0.250","0.340","0.200","1040","","10","578240","67%","-0.005","6.79","3.68","Active","Real Time"
="5183","PCHEM","102","4.390","4.420","4.400","+0.020","4.420","4.320","5.840","2.750","26682","2.94%","57","12239865","40%","0.123","15.00","27.43","Active","Real Time"
="51831D","PCHEM-C1D","302","","","0.005","","-","-","0.125","0.005","0","","-","483675","40%","-0.002","","","Active","Real Time"
="51831F","PCHEM-C1F","302","","","0.015","","-","-","0.050","0.005","0","","-","1938280","44%","","","","Active","Real Time"
="51831H","PCHEM-C1H","302","0.075","0.080","0.075","+0.005","0.085","0.075","0.160","0.015","8050","","13","748475","59%","0.010","","","Active","Real Time"
="51831I","PCHEM-C1I","302","","","0.185","","-","-","0.280","0.015","0","","-","2129755","58%","0.029","","","Active","Real Time"
="51831J","PCHEM-C1J","302","0.140","0.145","0.150","-0.005","0.150","0.140","0.255","0.030","1680","","26","1492325","43%","0.012","","","Active","Real Time"
="51831K","PCHEM-C1K","302","0.180","0.180","0.190","-0.010","0.180","0.180","0.275","0.055","1170","","-","731170","44%","0.012","","","Active","Real Time"
="51831L","PCHEM-C1L","302","","","0.280","","-","-","0.280","0.040","0","","-","975430","80%","0.017","","","Active","Real Time"
="51831M","PCHEM-C1M","302","","","0.210","","-","-","0.300","0.055","0","","-","293285","55%","0.033","","","Active","Real Time"
="51831N","PCHEM-C1N","302","","","0.175","","-","-","0.175","0.060","0","","-","149800","78%","0.015","","","Active","Real Time"
="51831O","PCHEM-C1O","302","0.130","0.130","0.130","-","0.130","0.130","0.200","0.045","200","","100","40950","63%","","","","Active","Real Time"
="51831P","PCHEM-C1P","302","","","0.180","","-","-","0.285","0.055","0","","-","397145","41%","0.021","","","Active","Real Time"
="51831Q","PCHEM-C1Q","302","0.400","0.410","0.410","-","0.415","0.400","0.550","0.140","710","","37","308355","44%","0.036","","","Active","Real Time"
="51831R","PCHEM-C1R","302","","","0.395","","-","-","0.515","0.145","0","","-","128730","44%","0.054","","","Active","Real Time"
="51831S","PCHEM-C1S","302","","","0.110","","-","-","0.180","0.025","0","","-","-","58%","","","","Active","Real Time"
="51831T","PCHEM-C1T","302","0.135","0.135","0.135","-","0.135","0.135","0.190","0.125","500","","-","-","0%","","","","Active","Real Time"
="51831U","PCHEM-C1U","302","","","0.115","","-","-","0.140","0.065","0","","-","-","50%","","","","Active","Real Time"
="51831V","PCHEM-C1V","302","","","0.170","","-","-","0.185","0.170","0","","-","-","0%","","","","Active","Real Time"
="51831W","PCHEM-C1W","302","","","0.075","","-","-","0.085","0.065","0","","-","-","0%","","","","Active","Real Time"
="51831X","PCHEM-C1X","302","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="51831Y","PCHEM-C1Y","302","","","0.075","","-","-","0.075","0.075","0","","-","-","0%","","","","Active","Real Time"
="51831Z","PCHEM-C1Z","302","0.100","0.105","0.110","-0.005","0.110","0.100","0.110","0.100","1565","","46","-","0%","","","","Active","Real Time"
="5184","CYPARK","161","0.815","0.820","0.825","-0.005","0.825","0.810","0.960","0.605","33438","","61","5110705","41%","-0.011","-4.88","50.39","Active","Real Time"
="5184CH","CYPARK-CH","361","","","0.110","","-","-","0.175","0.065","0","","-","237480","33%","-0.003","","","Active","Real Time"
="5184CI","CYPARK-CI","361","","","0.175","","-","-","0.190","0.110","0","","-","-","0%","","","","Active","Real Time"
="5184CJ","CYPARK-CJ","361","","","0.055","","-","-","0.125","0.055","0","","-","130320","38%","-0.008","","","Active","Real Time"
="5184CK","CYPARK-CK","361","","","0.080","","-","-","0.120","0.080","0","","-","-","0%","","","","Active","Real Time"
="5184CL","CYPARK-CL","361","","","0.090","","-","-","0.090","0.085","0","","-","-","0%","","","","Active","Real Time"
="5184CM","CYPARK-CM","361","","","0.060","","-","-","0.060","0.060","0","","-","-","0%","","","","Active","Real Time"
="5184CN","CYPARK-CN","361","","","0.045","","-","-","0.055","0.045","0","","-","-","0%","","","","Active","Real Time"
="5185","AFFIN","110","2.360","2.330","2.360","-0.030","2.360","2.330","3.140","2.210","7654","","39","2860285","85%","-0.015","21.45","11.58","Active","Real Time"
="518521","AFFIN-C21","310","","","0.025","","-","-","0.145","0.025","0","","-","194045","12%","-0.018","","","Active","Real Time"
="518522","AFFIN-C22","310","","","0.015","","-","-","0.050","0.010","0","","-","-","0%","","","","Active","Real Time"
="518523","AFFIN-C23","310","","","0.020","","-","-","0.150","0.020","0","","-","-","0%","","","","Active","Real Time"
="518524","AFFIN-C24","310","0.025","0.025","0.025","-","0.025","0.025","0.040","0.025","10600","","6","-","0%","","","","Active","Real Time"
="518525","AFFIN-C25","310","","","0.090","","-","-","0.095","0.090","0","","-","-","0%","","","","Active","Real Time"
="5186","MHB","161","0.380","0.375","0.380","-0.005","0.390","0.375","0.460","0.305","53427","","35","1168225","71%","-0.004","7.60","4.96","Active","Real Time"
="5187","HBGLOB","101","0.040","0.045","0.045","-","0.045","0.040","0.125","0.040","921","","74","283710","50%","","-0.28","","Active","Real Time"
="5188","CNOUHUA","101","","","0.040","","-","-","0.055","0.025","0","","-","171490","50%","","-4.26","","Active","Real Time"
="5190","BENALEC","103","0.085","0.085","0.085","-","0.085","0.085","0.135","0.080","4027","","-","541100","46%","","1.26","7.21","Active","Real Time"
="5191","TAMBUN","120","0.815","0.815","0.815","-","0.820","0.810","0.990","0.710","701","8.47%","60","61150","85%","0.008","11.27","7.23","Active","Real Time"
="5192","KSSC","102","","","0.745","","-","-","0.935","0.640","0","","-","85740","14%","-0.004","4.75","18.74","Active","Real Time"
="5192WA","KSSC-WA","102","","","0.230","","-","-","0.500","0.205","0","","-","20715","44%","-0.009","","","Active","Real Time"
="5195","CENSOF","105","0.185","0.190","0.190","-","0.190","0.185","0.305","0.165","2004","","22","522830","60%","-0.001","0.52","28.36","Active","Real Time"
="5196","BJFOOD","101","0.300","0.290","0.295","-0.005","0.300","0.290","0.530","0.270","1031","","50","421785","50%","0.001","-16.48","","Active","Real Time"
="5197","FLBHD","102","0.240","0.235","0.235","-","0.240","0.235","0.430","0.205","300","8.51%","100","52225","20%","-0.006","-8.35","","Active","Real Time"
="5198","AFUJIYA","102","","","0.310","","-","-","0.400","0.240","0","","-","18455","55%","-0.005","-7.06","","Active","Real Time"
="5199","HIBISCS","161","1.580","1.600","1.580","+0.020","1.600","1.570","2.390","1.360","7312","5.31%","64","1248050","67%","0.018","15.39","10.04","Active","Real Time"
="519973","HIBISCS-C73","361","","","0.005","","-","-","0.110","0.005","0","","-","908470","50%","-0.005","","","Active","Real Time"
="519974","HIBISCS-C74","361","","","0.005","","-","-","0.120","0.005","0","","-","480195","100%","-0.006","","","Active","Real Time"
="519975","HIBISCS-C75","361","","","0.005","","-","-","0.155","0.005","0","","-","400065","40%","-0.006","","","Active","Real Time"
="519976","HIBISCS-C76","361","","","0.040","","-","-","0.100","0.010","0","","-","253035","50%","","","","Active","Real Time"
="519977","HIBISCS-C77","361","","","0.040","","-","-","0.115","0.040","0","","-","-","0%","","","","Active","Real Time"
="519978","HIBISCS-C78","361","0.065","0.065","0.065","-","0.065","0.065","0.170","0.045","9100","","2","479220","71%","","","","Active","Real Time"
="519979","HIBISCS-C79","361","","","0.035","","-","-","0.095","0.035","0","","-","185090","45%","","","","Active","Real Time"
="519980","HIBISCS-C80","361","","","0.055","","-","-","0.055","0.050","0","","-","-","0%","","","","Active","Real Time"
="519981","HIBISCS-C81","361","","","0.040","","-","-","0.045","0.030","0","","-","-","0%","","","","Active","Real Time"
="519982","HIBISCS-C82","361","","","0.090","","-","-","0.090","0.080","0","","-","-","0%","","","","Active","Real Time"
="519983","HIBISCS-C83","361","0.065","0.065","0.045","+0.020","0.065","0.065","0.050","0.045","2000","","100","-","0%","","","","Active","Real Time"
="519984","HIBISCS-C84","361","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="519985","HIBISCS-C85","361","","","0.065","","-","-","0.065","0.065","0","","-","-","0%","","","","Active","Real Time"
="519986","HIBISCS-C86","361","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="5200","UOADEV","120","1.790","1.760","1.790","-0.030","1.790","1.760","1.910","1.650","939","5.68%","49","292700","59%","0.002","11.27","15.86","Active","Real Time"
="5202","MSM","101","1.000","1.000","1.000","-","1.010","1.000","1.580","0.850","2802","","15","1313975","60%","-0.008","4.45","22.49","Active","Real Time"
="520210","MSM-C10","301","","","0.065","","-","-","0.070","0.060","0","","-","-","0%","","","","Active","Real Time"
="520211","MSM-C11","301","","","0.035","","-","-","0.035","0.035","0","","-","-","0%","","","","Active","Real Time"
="520212","MSM-C12","301","","","0.095","","-","-","0.115","0.080","0","","-","-","0%","","","","Active","Real Time"
="5202C5","MSM-C5","301","","","0.020","","-","-","0.130","0.015","0","","-","159220","25%","-0.006","","","Active","Real Time"
="5202C6","MSM-C6","301","","","0.035","","-","-","0.120","0.035","0","","-","-","0%","","","","Active","Real Time"
="5202C7","MSM-C7","301","","","0.005","","-","-","0.040","0.005","0","","-","-","0%","","","","Active","Real Time"
="5202C8","MSM-C8","301","0.020","0.020","0.030","-0.010","0.020","0.020","0.045","0.030","2000","","100","-","0%","","","","Active","Real Time"
="5202C9","MSM-C9","301","","","0.065","","-","-","0.100","0.065","0","","-","356255","30%","-0.004","","","Active","Real Time"
="5204","AWANTEC","105","0.310","0.315","0.310","+0.005","0.315","0.305","0.380","0.265","5757","","62","882150","48%","0.002","-3.93","","Active","Real Time"
="5204WA","AWANTEC-WA","105","","","0.005","","-","-","0.130","0.005","0","","-","364190","50%","-0.001","","","Active","Real Time"
="5205","SENDAI","103","0.415","0.410","0.415","-0.005","0.420","0.410","0.730","0.335","5816","","13","2784270","42%","-0.007","1.81","18.85","Active","Real Time"
="5205WA","SENDAI-WA","103","0.005","0.005","0.005","-","0.005","0.005","0.425","0.005","80","","100","5573850","33%","-0.004","","","Active","Real Time"
="5207","SBCCORP","120","0.285","0.290","0.290","-","0.290","0.285","0.415","0.270","58","","100","50285","50%","-0.003","6.75","4.20","Active","Real Time"
="5208","EITA","102","0.510","0.505","0.510","-0.005","0.510","0.500","0.745","0.490","1127","4.46%","65","160050","44%","-0.013","3.26","47.26","Active","Real Time"
="5209","GASMSIA","165","4.320","4.300","4.320","-0.020","4.320","4.290","4.550","3.650","14461","3.70%","62","2418285","57%","0.003","34.38","12.51","Active","Real Time"
="5210","ARMADA","161","0.345","0.345","0.345","-","0.350","0.335","0.695","0.335","133989","2.90%","57","17954780","28%","-0.017","10.70","3.12","Active","Real Time"
="52101A","ARMADA-C1A","361","","","0.010","","-","-","0.035","0.010","0","","-","-","0%","","","","Active","Real Time"
="52101B","ARMADA-C1B","361","","","0.005","","-","-","0.040","0.005","0","","-","-","0%","","","","Active","Real Time"
="52101C","ARMADA-C1C","361","","","0.020","","-","-","0.075","0.020","0","","-","243480","32%","","","","Active","Real Time"
="52101D","ARMADA-C1D","361","","","0.010","","-","-","0.065","0.010","0","","-","-","0%","","","","Active","Real Time"
="52101E","ARMADA-C1E","361","","","0.015","","-","-","0.040","0.015","0","","-","-","0%","","","","Active","Real Time"
="52101F","ARMADA-C1F","361","0.010","0.010","0.010","-","0.010","0.010","0.025","0.010","15000","","-","-","0%","","","","Active","Real Time"
="52101G","ARMADA-C1G","361","","","0.010","","-","-","0.025","0.010","0","","-","-","0%","","","","Active","Real Time"
="52101H","ARMADA-C1H","361","0.015","0.015","0.015","-","0.015","0.015","0.015","0.015","404","","-","-","0%","","","","Active","Real Time"
="52101I","ARMADA-C1I","361","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="521098","ARMADA-C98","361","","","0.005","","-","-","0.060","0.005","0","","-","-","0%","","","","Active","Real Time"
="5211","SUNWAY","102","5.400","5.480","5.380","+0.100","5.480","5.380","5.450","3.930","172585","1.09%","52","10122800","85%","0.145","16.74","26.80","Active","Real Time"
="521140","SUNWAY-C40","302","0.175","0.190","0.165","+0.025","0.190","0.175","0.180","0.080","2501","","16","389265","79%","0.016","","","Active","Real Time"
="521141","SUNWAY-C41","302","0.110","0.120","0.110","+0.010","0.120","0.110","0.120","0.065","14250","","51","634575","68%","0.007","","","Active","Real Time"
="521142","SUNWAY-C42","302","","","0.230","","-","-","0.230","0.125","0","","-","-","0%","","","","Active","Real Time"
="521143","SUNWAY-C43","302","0.180","0.180","0.165","+0.015","0.180","0.180","0.175","0.100","257","","100","953735","68%","0.008","","","Active","Real Time"
="521144","SUNWAY-C44","302","0.120","0.125","0.115","+0.010","0.125","0.120","0.115","0.070","20017","","75","555890","71%","0.009","","","Active","Real Time"
="521145","SUNWAY-C45","302","0.270","0.280","0.260","+0.020","0.285","0.270","0.280","0.150","1989","","96","805610","86%","0.023","","","Active","Real Time"
="521146","SUNWAY-C46","302","","","0.165","","-","-","0.165","0.165","0","","-","-","0%","","","","Active","Real Time"
="521147","SUNWAY-C47","302","","","0.175","","-","-","0.185","0.145","0","","-","-","0%","","","","Active","Real Time"
="521148","SUNWAY-C48","302","0.105","0.120","0.100","+0.020","0.120","0.105","0.110","0.050","4520","","73","576090","75%","0.019","","","Active","Real Time"
="5211PA","SUNWAY-PA","102","5.310","5.400","5.300","+0.100","5.400","5.310","5.350","3.780","790","","64","44930","87%","0.147","","","Active","Real Time"
="5212","PAVREIT","150","1.800","1.800","1.800","-","1.820","1.800","1.840","1.220","4404","5.19%","53","4630755","67%","0.022","11.21","17.23","Active","Real Time"
="5213","SNTORIA","120","","","0.005","","-","-","0.045","0.005","0","","-","142595","100%","","-14.52","","Active, Alert","Real Time"
="5216","NEXG","105","0.500","0.500","0.490","+0.010","0.505","0.495","0.535","0.210","315196","1.50%","84","26962100","56%","0.008","4.15","16.02","Active","Real Time"
="521666","NEXG-C66","305","","","0.110","","-","-","0.180","0.010","0","","-","71735","35%","0.003","","","Active","Real Time"
="521667","NEXG-C67","305","0.115","0.115","0.075","+0.040","0.115","0.115","0.140","0.035","2","","100","231320","47%","-0.001","","","Active","Real Time"
="521668","NEXG-C68","305","","","0.130","","-","-","0.240","0.050","0","","-","354500","34%","0.002","","","Active","Real Time"
="521669","NEXG-C69","305","","","0.130","","-","-","0.300","0.045","0","","-","545835","38%","0.006","","","Active","Real Time"
="521670","NEXG-C70","305","0.095","0.095","0.100","-0.005","0.100","0.095","0.250","0.050","290","","69","406855","70%","-0.002","","","Active","Real Time"
="521671","NEXG-C71","305","","","0.295","","-","-","0.350","0.075","0","","-","-","0%","","","","Active","Real Time"
="521672","NEXG-C72","305","","","0.075","","-","-","0.150","0.050","0","","-","-","43%","","","","Active","Real Time"
="521673","NEXG-C73","305","","","0.130","","-","-","0.235","0.130","0","","-","-","0%","","","","Active","Real Time"
="521674","NEXG-C74","305","0.090","0.090","0.090","-","0.090","0.090","0.210","0.060","300","","-","1813640","38%","","","","Active","Real Time"
="521675","NEXG-C75","305","","","0.100","","-","-","0.110","0.100","0","","-","-","0%","","","","Active","Real Time"
="521676","NEXG-C76","305","","","0.070","","-","-","0.095","0.055","0","","-","-","0%","","","","Active","Real Time"
="521677","NEXG-C77","305","","","0.110","","-","-","0.120","0.095","0","","-","-","0%","","","","Active","Real Time"
="521678","NEXG-C78","305","","","0.080","","-","-","0.115","0.055","0","","-","-","40%","","","","Active","Real Time"
="521679","NEXG-C79","305","0.080","0.080","0.075","+0.005","0.080","0.080","0.095","0.060","100","","-","-","0%","","","","Active","Real Time"
="521680","NEXG-C80","305","","","0.080","","-","-","0.090","0.060","0","","-","-","0%","","","","Active","Real Time"
="521681","NEXG-C81","305","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="521682","NEXG-C82","305","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="5216WB","NEXG-WB","105","0.285","0.290","0.285","+0.005","0.295","0.285","0.345","0.085","24958","","37","5058535","54%","0.005","","","Active","Real Time"
="5218","VANTNRG","161","0.540","0.525","0.540","-0.015","0.540","0.525","0.760","0.030","7458","","30","5952010","37%","0.095","1.03","7.08","Active, Alert","Real Time"
="5218WA","VANTNRG-WA","161","0.025","0.030","0.030","-","0.030","0.020","0.085","0.005","6216","","35","548145","50%","0.003","","","Active, Alert","Real Time"
="5219","PESTEC","102","0.140","0.140","0.135","+0.005","0.145","0.135","0.220","0.105","9848","","64","2186460","60%","0.001","-19.60","","Active","Real Time"
="5219WA","PESTEC-WA","102","0.035","0.040","0.035","+0.005","0.040","0.035","0.110","0.035","1245","","97","268245","45%","-0.002","","","Active","Real Time"
="5220","GLOTEC","102","0.520","0.505","0.520","-0.015","0.520","0.505","0.545","0.420","855","1.39%","19","61835","50%","","3.51","15.58","Active","Real Time"
="5223","MENTIGA","125","0.470","0.480","0.480","-","0.480","0.470","0.510","0.400","2910","","98","236505","47%","","-5.96","","Active","Real Time"
="5225","IHH","162","7.390","7.360","7.330","+0.030","7.390","7.340","7.560","6.420","40615","1.36%","28","6226855","92%","0.132","30.17","20.57","Active","Real Time"
="522550","IHH-C50","362","","","0.010","","-","-","0.035","0.010","0","","-","-","0%","","","","Active","Real Time"
="522551","IHH-C51","362","0.060","0.060","0.055","+0.005","0.060","0.060","0.070","0.020","1600","","-","-","0%","","","","Active","Real Time"
="522552","IHH-C52","362","0.110","0.110","0.100","+0.010","0.110","0.110","0.105","0.020","100","","100","107580","72%","0.012","","","Active","Real Time"
="522553","IHH-C53","362","0.085","0.085","0.085","-","0.085","0.085","0.085","0.030","590","","100","154240","73%","","","","Active","Real Time"
="522554","IHH-C54","362","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="522555","IHH-C55","362","","","0.090","","-","-","0.090","0.045","0","","-","-","0%","","","","Active","Real Time"
="522556","IHH-C56","362","0.190","0.190","0.165","+0.025","0.190","0.190","0.180","0.095","10","","100","-","0%","","","","Active","Real Time"
="522557","IHH-C57","362","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="5226","GBGAQRS","103","0.185","0.180","0.185","-0.005","0.185","0.180","0.370","0.165","4643","","29","408890","54%","-0.002","-2.76","","Active","Real Time"
="5227","IGBREIT","150","2.690","2.700","2.690","+0.010","2.720","2.680","2.860","2.000","11930","3.96%","50","2878345","45%","-0.002","16.06","16.88","Active","Real Time"
="5228","ELKDESA","110","1.120","1.120","1.120","-","1.120","1.120","1.250","1.090","600","4.02%","100","101280","43%","-0.002","7.18","15.60","Active","Real Time"
="5230","TUNEPRO","110","0.350","0.350","0.355","-0.005","0.350","0.350","0.360","0.250","3323","","40","1336955","65%","0.015","0.08","96.23","Active","Real Time"
="5231","PBSB","101","0.145","0.150","0.150","-","0.150","0.145","0.240","0.110","750","2.67%","93","134445","60%","","-0.03","","Active","Real Time"
="5232","LEONFB","102","0.365","0.375","0.370","+0.005","0.375","0.365","0.535","0.340","480","","100","88615","54%","","2.21","17.06","Active","Real Time"
="5235SS","KLCC","150","8.620","8.570","8.610","-0.040","8.620","8.560","9.020","7.790","4701","5.19%","56","1019365","49%","-0.008","56.31","14.63","Active","Real Time"
="5236","MATRIX","120","1.400","1.380","1.400","-0.020","1.410","1.380","2.440","1.220","18414","5.76%","76","2254065","78%","0.017","16.37","12.05","Active","Real Time"
="5236CQ","MATRIX-CQ","320","","","0.050","","-","-","0.070","0.040","0","","-","131985","40%","-0.002","","","Active","Real Time"
="5236CR","MATRIX-CR","320","","","0.030","","-","-","0.040","0.020","0","","-","193010","50%","","","","Active","Real Time"
="5238","AAX","101","1.440","1.450","1.450","-","1.460","1.430","2.160","1.230","5469","","51","653340","46%","-0.017","51.30","2.83","Active","Real Time"
="523828","AAX-C28","301","0.040","0.040","0.045","-0.005","0.040","0.040","0.170","0.045","1939","","53","319375","33%","-0.010","","","Active","Real Time"
="523829","AAX-C29","301","0.050","0.050","0.065","-0.015","0.050","0.050","0.075","0.055","2250","","7","-","0%","","","","Active","Real Time"
="5239","TITIJYA","120","0.220","0.215","0.220","-0.005","0.220","0.215","0.290","0.205","210","","71","97730","50%","","1.20","18.01","Active","Real Time"
="5242","SOLID","101","0.140","0.145","0.140","+0.005","0.145","0.135","0.215","0.135","1039","","72","210585","57%","-0.001","1.29","11.28","Active","Real Time"
="5243","VELESTO","161","0.240","0.240","0.235","+0.005","0.240","0.230","0.245","0.130","170450","5.21%","31","28400580","71%","0.011","2.53","9.49","Active","Real Time"
="524341","VELESTO-C41","361","0.065","0.060","0.065","-0.005","0.065","0.060","0.070","0.030","10500","","95","548745","80%","","","","Active","Real Time"
="5246","WPRTS","164","5.500","5.440","5.540","-0.100","5.580","5.430","5.870","4.000","39388","3.63%","51","7750935","43%","-0.036","26.33","20.73","Active","Real Time"
="524630","WPRTS-C30","364","0.180","0.170","0.190","-0.020","0.180","0.170","0.260","0.035","1300","","-","76295","44%","-0.003","","","Active","Real Time"
="524631","WPRTS-C31","364","","","0.290","","-","-","0.360","0.085","0","","-","95565","46%","0.013","","","Active","Real Time"
="524632","WPRTS-C32","364","","","0.215","","-","-","0.290","0.125","0","","-","103990","54%","0.020","","","Active","Real Time"
="524633","WPRTS-C33","364","","","0.230","","-","-","0.305","0.210","0","","-","70745","47%","","","","Active","Real Time"
="524634","WPRTS-C34","364","","","0.060","","-","-","0.100","0.055","0","","-","-","0%","","","","Active","Real Time"
="524635","WPRTS-C35","364","","","0.075","","-","-","0.100","0.075","0","","-","-","0%","","","","Active","Real Time"
="524636","WPRTS-C36","364","0.025","0.025","0.035","-0.010","0.025","0.025","0.070","0.035","100","","100","-","0%","","","","Active","Real Time"
="524637","WPRTS-C37","364","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="524638","WPRTS-C38","364","0.145","0.145","0.150","-0.005","0.145","0.145","","","500","","100","-","0%","","","","Active","Real Time"
="5247","KAREX","101","0.810","0.835","0.815","+0.020","0.845","0.810","1.090","0.675","5074","1.20%","80","308500","73%","0.033","0.02","4229.04","Active","Real Time"
="5248","BAUTO","101","0.655","0.660","0.650","+0.010","0.670","0.650","2.360","0.600","30602","25.38%","62","7010340","49%","-0.015","13.35","4.61","Active","Real Time"
="524844","BAUTO-C44","301","","","0.005","","-","-","0.065","0.005","0","","-","514020","17%","-0.013","","","Active","Real Time"
="524845","BAUTO-C45","301","","","0.005","","-","-","0.115","0.005","0","","-","1631195","15%","-0.031","","","Active","Real Time"
="524846","BAUTO-C46","301","","","0.005","","-","-","0.040","0.005","0","","-","1352245","25%","-0.003","","","Active","Real Time"
="524847","BAUTO-C47","301","0.005","0.005","0.005","-","0.005","0.005","0.025","0.005","500","","100","406445","33%","-0.003","","","Active","Real Time"
="524848","BAUTO-C48","301","","","0.035","","-","-","0.075","0.025","0","","-","147035","44%","","","","Active","Real Time"
="524849","BAUTO-C49","301","0.035","0.035","0.035","-","0.035","0.035","0.075","0.025","9300","","22","-","47%","","","","Active","Real Time"
="524850","BAUTO-C50","301","0.065","0.070","0.055","+0.015","0.070","0.065","0.080","0.050","130","","100","-","0%","","","","Active","Real Time"
="5249","IOIPG","120","2.060","2.050","2.060","-0.010","2.070","2.040","2.460","1.630","43178","3.90%","53","6727875","45%","-0.016","19.32","10.56","Active","Real Time"
="524934","IOIPG-C34","320","","","0.045","","-","-","0.065","0.030","0","","-","1950100","30%","","","","Active","Real Time"
="524935","IOIPG-C35","320","","","0.020","","-","-","0.070","0.020","0","","-","-","0%","","","","Active","Real Time"
="524936","IOIPG-C36","320","0.010","0.010","0.010","-","0.010","0.010","0.090","0.010","7003","","100","723465","37%","-0.010","","","Active","Real Time"
="524937","IOIPG-C37","320","0.025","0.025","0.025","-","0.025","0.025","0.055","0.025","2400","","100","-","100%","","","","Active","Real Time"
="524938","IOIPG-C38","320","","","0.080","","-","-","0.125","0.065","0","","-","574420","42%","","","","Active","Real Time"
="524939","IOIPG-C39","320","","","0.105","","-","-","0.165","0.105","0","","-","-","0%","","","","Active","Real Time"
="524940","IOIPG-C40","320","","","0.070","","-","-","0.095","0.070","0","","-","-","0%","","","","Active","Real Time"
="524941","IOIPG-C41","320","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="5250","SEM","101","","","2.000","","-","-","2.020","1.810","0","1.35%","-","18565","50%","0.001","3.75","60.82","Active","Real Time"
="5252","SASBADI","163","0.140","0.140","0.140","-","0.140","0.140","0.180","0.135","90","5.36%","-","236720","40%","","0.50","28.36","Active","Real Time"
