"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Listed on"
="0195","BINACOM","463","0.120","0.120","0.120","-","0.120","0.120","0.230","0.100","1100","","38","320895","50%","","0.47","34.65","Active","400"
="0195WA","BINACOM-WA","463","","","0.005","","-","-","0.050","0.005","0","","-","560515","100%","-0.001","","","Active","400"
="6998","BINTAI","102","0.065","0.070","0.070","-","0.070","0.065","0.105","0.060","4849","","68","593645","50%","","-2.59","","Active, Alert","100"
="0179","BIOHLDG","401","0.010","0.015","0.015","-","0.015","0.010","0.080","0.005","3212","","91","106250","50%","","-3.55","","Active","400"
="0179PA","BIOHLDG-PA","401","","","0.005","","-","-","0.010","0.005","0","","-","110845","100%","","","","Active","400"
="0179WB","BIOHLDG-WB","401","","","0.005","","-","-","","","0","","-","-","","","","","Active","400"
="5032","BIPORT","164","0.000","","5.620","","-","-","","","0","","-","-","","","33.37","","Active","-"
="3239","BJASSET","120","0.000","","0.305","","-","-","","","0","","-","-","","","-0.70","","Active","-"
="3395","BJCORP","102","0.270","0.270","0.275","","0.275","0.270","","","57057","","-","-","","","-9.52","","Active","-"
="3395LE","BJCORP-LE","502","0.000","","0.270","","-","-","","","0","","-","-","","","","","Active","-"
="3395WC","BJCORP-WC","102","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="5196","BJFOOD","101","0.290","0.280","0.290","","0.290","0.280","","","10461","","-","-","","","-16.48","","Active","-"
="4219","BJLAND","101","0.260","0.260","0.260","","0.265","0.260","","","2837","","-","-","","","-2.10","","Active","-"
="1899","BKAWAN","125","18.800","18.800","18.820","","18.820","18.800","","","27","","-","-","","","76.04","","Active","-"
="5069","BLDPLNT","125","10.860","10.860","10.960","","10.860","10.860","","","1","","-","-","","","67.36","","Active","-"
="0168","BMGREEN","161","1.550","1.580","1.560","","1.580","1.550","","","7147","","-","-","","","8.91","","Active","-"
="0168WA","BMGREEN-WA","161","0.300","0.300","0.300","","0.300","0.295","","","248","","-","-","","","","","Active","-"
="7195","BNASTRA","103","2.080","2.160","2.070","","2.170","2.080","","","45814","","-","-","","","10.44","","Active","-"
="7195CA","BNASTRA-CA","303","0.150","0.175","0.140","","0.175","0.150","","","5881","","-","-","","","","","Active","-"
="9288","BONIA","101","0.910","0.905","0.905","","0.910","0.900","","","440","","-","-","","","3.28","","Active","-"
="7036","BORNOIL","102","0.005","0.005","0.005","","0.005","0.005","","","33000","","-","-","","","-2.36","","Active","-"
="7036WC","BORNOIL-WC","102","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="7036WD","BORNOIL-WD","102","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="7036WE","BORNOIL-WE","102","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="6297","BOXPAK","102","0.385","0.440","0.450","","0.440","0.385","","","6","","-","-","","","-9.42","","Active","-"
="5100","BPPLAS","102","0.705","0.700","0.705","-0.005","0.705","0.695","1.310","0.680","6083","8.57%","59","290990","7%","-0.041","7.67","9.13","Active","100"
="5100WA","BPPLAS-WA","102","0.015","0.015","0.015","-","0.015","0.015","0.105","0.015","1","","-","26655","44%","-0.004","","","Active","100"
="5932","BPURI","103","0.350","0.340","0.350","-0.010","0.350","0.340","0.400","0.215","200996","","83","12822400","50%","","-2.15","","Active","100"
="5932WB","BPURI-WB","103","","","0.140","","-","-","0.600","0.075","0","","-","69545","67%","0.001","","","Active","100"
="9938","BRIGHT","102","","","0.190","","-","-","0.215","0.150","0","","-","128695","65%","0.005","1.13","16.76","Active","100"
="0740C1","BRODCOM-C1","358","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="7221","BSLCORP","102","0.015","0.020","0.020","-","0.020","0.015","0.035","0.015","260","","4","568690","43%","","-1.97","","Active","100"
="7221WB","BSLCORP-WB","102","0.005","0.005","0.005","-","0.005","0.005","0.005","0.005","400","","-","125775","100%","","","","Active","100"
="0011","BTECH","465","0.265","0.270","0.265","+0.005","0.270","0.265","0.330","0.235","725","3.70%","100","196080","47%","0.001","3.68","7.33","Active","400"
="7188","BTM","102","0.030","0.030","0.030","-","0.030","0.030","0.065","0.020","500","","100","696675","43%","-0.001","-1.71","","Active","100"
="7188WC","BTM-WC","102","0.005","0.010","0.005","+0.005","0.010","0.005","0.020","0.005","701","","100","746605","50%","","","","Active","100"
="1818","BURSA","110","7.990","8.040","8.000","+0.040","8.040","7.980","9.900","7.200","8994","5.47%","39","1680620","77%","0.070","38.30","21.08","Active","100"
="18181A","BURSA-C1A","310","0.115","0.115","0.080","+0.035","0.115","0.115","0.100","0.080","500","","100","-","0%","","","","Active","300"
="18181B","BURSA-C1B","310","","","0.070","","-","-","0.095","0.045","0","","-","-","0%","","","","Active","300"
="18181C","BURSA-C1C","310","","","0.060","","-","-","0.060","0.055","0","","-","-","0%","","","","Active","300"
="18181D","BURSA-C1D","310","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="18181E","BURSA-C1E","310","","","0.105","","-","-","0.110","0.105","0","","-","-","0%","","","","Active","300"
="18181F","BURSA-C1F","310","","","0.115","","-","-","0.115","0.115","0","","-","-","0%","","","","Active","300"
="181892","BURSA-C92","310","","","0.010","","-","-","0.080","0.010","0","","-","-","0%","","","","Active","300"
="181893","BURSA-C93","310","","","0.045","","-","-","0.090","0.035","0","","-","32755","43%","-0.006","","","Active","300"
="181894","BURSA-C94","310","0.025","0.025","0.020","+0.005","0.025","0.025","0.075","0.010","2857","","52","532480","50%","-0.001","","","Active","300"
="181895","BURSA-C95","310","","","0.050","","-","-","0.125","0.040","0","","-","127990","50%","-0.005","","","Suspended, Forbid","300"
="181896","BURSA-C96","310","","","0.005","","-","-","0.040","0.005","0","","-","-","0%","","","","Active","300"
="181897","BURSA-C97","310","","","0.200","","-","-","","","0","","-","-","0%","","","","Active","300"
="181898","BURSA-C98","310","","","0.105","","-","-","0.105","0.070","0","","-","134650","80%","0.004","","","Active","300"
="181899","BURSA-C99","310","0.075","0.075","0.075","-","0.075","0.070","0.120","0.050","1100","","43","138135","60%","0.004","","","Active","300"
="03042","BVLH","703","","","0.190","","-","-","","","0","","-","-","0%","","","","Active","700"
="0313","BWYS","402","0.220","0.205","0.225","-0.020","0.220","0.200","0.265","0.145","14194","","20","545220","44%","","0.84","27.74","Active","400"
="054832","BYD-C32","358","","","0.275","","-","-","0.520","0.015","0","","-","12695","44%","0.039","","","Active","300"
="054834","BYD-C34","358","0.020","0.020","0.025","","0.020","0.020","0.235","0.025","2000","","-","45360","28%","-0.023","","","Active","300"
="054835","BYD-C35","358","0.010","0.010","0.020","","0.010","0.010","","","488","","-","-","","","","","Active","-"
="054836","BYD-C36","358","0.020","0.020","0.025","","0.020","0.020","","","5300","","-","-","","","","","Active","-"
="054837","BYD-C37","358","0.000","","0.030","","-","-","","","0","","-","-","","","","","Active","-"
="054838","BYD-C38","358","0.075","0.070","0.080","","0.075","0.070","","","3011","","-","-","","","","","Active","-"
="05481E","BYD-H1E","358","0.075","0.060","0.095","","0.075","0.060","","","2000","","-","-","","","","","Active","-"
="7174","CAB","101","0.770","0.770","0.765","","0.770","0.755","","","15287","","-","-","","","10.76","","Active","-"
="7174WB","CAB-WB","101","0.185","0.185","0.190","","0.190","0.180","","","24169","","-","-","","","","","Active","-"
="0191","CABNET","405","0.320","0.325","0.325","","0.340","0.320","","","3883","","-","-","","","1.29","","Active","-"
="7128","CAMRES","101","0.000","","0.310","","-","-","","","0","","-","-","","","1.49","","Active","-"
="5105","CANONE","102","1.760","1.810","1.810","","1.810","1.760","","","249","","-","-","","","-10.19","","Active","-"
="5099","CAPITALA","101","0.805","0.805","0.805","","0.815","0.800","","","37409","","-","-","","","-11.10","","Active, Alert","-"
="5099LA","CAPITALA-LA","501","0.800","0.800","0.800","","0.800","0.800","","","10","","-","-","","","","","Active, Alert","-"
="5099WA","CAPITALA-WA","101","0.185","0.185","0.190","","0.185","0.185","","","1000","","-","-","","","","","Active, Alert","-"
="0163","CAREPLS","162","0.085","0.100","0.085","","0.105","0.085","","","74770","","-","-","","","-11.15","","Active","-"
="5257","CARIMIN","161","0.565","0.580","0.580","","0.580","0.565","","","65","","-","-","","","0.72","","Active","-"
="0335","CARLORINO","401","0.120","0.125","0.120","","0.125","0.120","","","13769","","-","-","","","1.75","","Active","-"
="2836","CARLSBG","101","16.600","16.500","16.500","","16.600","16.480","","","728","","-","-","","","110.25","","Active","-"
="03048","CARZO","701","0.000","","0.395","","-","-","","","0","","-","-","","","","","Active","-"
="0173","CATCHA","463","0.285","0.270","0.275","","0.285","0.255","","","4350","","-","-","","","1.48","","Active","-"
="0574C2","CATHAY-C2","358","0.000","","0.150","","-","-","","","0","","-","-","","","","","Active","-"
="0743C1","CATL-C1","358","","","0.375","","-","-","0.375","0.190","0","","-","-","0%","","","","Active","300"
="0743C2","CATL-C2","358","","","0.450","","-","-","0.450","0.450","0","","-","-","0%","","","","Active","300"
="0743C3","CATL-C3","358","","","0.450","","-","-","0.450","0.430","0","","-","-","0%","","","","Active","300"
="0339","CBHB","402","0.365","0.365","0.360","+0.005","0.370","0.360","0.380","0.200","57740","","80","7504105","59%","0.014","2.64","16.44","Active","400"
="7076","CBIP","102","1.250","1.230","1.250","-0.020","1.260","1.230","1.380","1.000","1739","3.25%","33","180950","76%","0.051","-6.02","","Active","100"
="03053","CCIB","701","","","0.320","","-","-","","","0","","-","-","0%","","","","Active","700"
="7035","CCK","101","1.240","1.210","1.240","-0.030","1.240","1.200","1.780","1.080","2320","","35","316305","48%","-0.008","12.02","10.21","Active","100"
="6947","CDB","163","3.750","3.720","3.750","-0.030","3.750","3.710","4.000","3.250","7001","3.84%","60","3261305","60%","-0.007","11.73","31.43","Active","100"
="694762","CDB-C62","363","","","0.005","","-","-","0.030","0.005","0","","-","-","36%","","","","Active","300"
="694763","CDB-C63","363","","","0.055","","-","-","0.110","0.040","0","","-","370200","40%","-0.014","","","Suspended, Forbid","300"
="694764","CDB-C64","363","0.035","0.035","0.040","-0.005","0.035","0.035","0.085","0.040","2000","","50","-","0%","","","","Active","300"
="694765","CDB-C65","363","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="694766","CDB-C66","363","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="694767","CDB-C67","363","","","0.020","","-","-","0.045","0.020","0","","-","500000","29%","","","","Active","300"
="694768","CDB-C68","363","","","0.055","","-","-","0.085","0.045","0","","-","-","46%","","","","Active","300"
="694769","CDB-C69","363","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="694770","CDB-C70","363","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","300"
="5311","CEB","102","0.310","0.310","0.305","+0.005","0.315","0.305","0.410","0.195","25672","2.16%","59","6494705","37%","","-4.60","","Active","100"
="0238","CEKD","402","0.360","0.365","0.370","-0.005","0.365","0.350","0.490","0.300","1370","5.48%","44","173005","75%","0.003","3.51","9.84","Active","400"
="0243","CENGILD","462","0.230","0.235","0.230","+0.005","0.235","0.230","0.300","0.220","1342","4.13%","53","438455","44%","-0.002","1.33","17.69","Active","400"
="5195","CENSOF","105","0.190","0.190","0.190","-","0.190","0.185","0.305","0.165","3350","","35","511130","60%","","0.52","28.36","Active","100"
="8982","CEPAT","125","","","0.690","","-","-","0.775","0.605","0","2.90%","-","98205","75%","0.008","6.99","10.12","Active","100"
="8435","CEPCO","102","1.170","1.170","1.170","-","1.170","1.170","1.250","0.920","4","","100","1930","41%","0.003","-5.19","","Active","100"
="03024","CETECH","702","","","0.750","","-","-","0.750","0.750","0","","-","84610","42%","","","","Active","700"
="8044","CFM","102","","","0.080","","-","-","0.145","0.080","0","","-","367590","29%","-0.002","-1.82","","Active","100"
="8044WA","CFM-WA","102","","","0.005","","-","-","0.010","0.005","0","","-","459945","50%","","","","Active","100"
="8052","CGB","102","0.890","0.890","0.885","+0.005","0.895","0.885","0.965","0.805","37293","","8","5659640","60%","0.002","-26.33","","Active","100"
="8052WB","CGB-WB","102","","","0.215","","-","-","0.255","0.180","0","","-","117530","50%","","","","Active","100"
="0291","CHB","402","0.960","0.950","0.960","-0.010","0.960","0.930","1.140","0.575","17107","1.37%","37","847325","46%","-0.001","7.52","12.63","Active","400"
="7209","CHEETAH","101","0.125","0.120","0.125","","0.125","0.120","","","20701","","-","-","","","-3.44","","Active","100"
="7187","CHGP","164","1.220","1.220","1.220","","1.230","1.190","","","10226","","-","-","","","3.99","","Active","-"
="5738","CHHB","120","0.185","0.190","0.185","","0.190","0.185","","","1020","","-","-","","","-37.47","","Active","-"
="0838EA","CHINA100-MYR","656","1.330","1.320","1.325","","1.330","1.320","","","35","","-","-","","","","","Active","-"
="0829EA","CHINAETF-MYR","656","5.970","5.920","6.040","","5.970","5.910","","","1476","","-","-","","","25.27","","Active","-"
="0829EB","CHINAETF-USD","656","0.000","","1.230","","-","-","","","0","","-","-","","","5.65","","Active","-"
="5273","CHINHIN","102","2.250","2.240","2.280","","2.250","2.230","","","883","","-","-","","","3.20","","Active","-"
="1929","CHINTEK","125","10.000","10.000","10.020","","10.020","9.990","","","95","","-","-","","","95.60","","Active","-"
="5007","CHINWEL","102","0.750","0.755","0.745","","0.755","0.745","","","1680","","-","-","","","-1.62","","Active","-"
="5797","CHOOBEE","102","0.550","0.550","0.540","","0.550","0.550","","","230","","-","-","","","-13.13","","Active","-"
="7016","CHUAN","102","0.285","0.305","0.310","","0.305","0.285","","","186","","-","-","","","-5.28","","Active","-"
="2828","CIHLDG","101","2.560","2.540","2.540","","2.560","2.520","","","172","","-","-","","","41.87","","Active","-"
="1023","CIMB","110","7.310","7.290","7.310","","7.320","7.260","","","149646","","-","-","","","72.27","","Active","-"
="10231X","CIMB-C1X","310","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="10231Y","CIMB-C1Y","310","0.060","0.055","0.060","","0.060","0.055","","","8584","","-","-","","","","","Active","-"
="10231Z","CIMB-C1Z","310","0.000","","0.110","","-","-","","","0","","-","-","","","","","Active","-"
="10232A","CIMB-C2A","310","0.000","","0.065","","-","-","","","0","","-","-","","","","","Active","-"
="10232B","CIMB-C2B","310","0.000","","0.070","","-","-","","","0","","-","-","","","","","Active","-"
="10232C","CIMB-C2C","310","0.000","","0.145","","-","-","","","0","","-","-","","","","","Active","-"
="10232D","CIMB-C2D","310","0.000","","0.155","","-","-","","","0","","-","-","","","","","Active","-"
="10232E","CIMB-C2E","310","0.150","0.150","0.145","","0.150","0.150","","","1","","-","-","","","","","Active","-"
="10232F","CIMB-C2F","310","","","0.130","","-","-","0.130","0.130","0","","-","-","0%","","","","Active","300"
="7245","CITAGLB","102","0.815","0.820","0.820","-","0.820","0.815","0.995","0.685","1537","1.22%","64","357355","30%","","3.54","24.00","Active","100"
